0.001	2.7379e-11	1.78023e-08	1.79734e-08	6.20722e-08	1.64663e-08	1.68556e-08
0.00205	2.72146e-11	1.78033e-08	-7.12413e-09	4.31723e-08	6.69489e-09	2.592e-08
0.0031525	2.68103e-11	1.78461e-08	2.25964e-09	5.32919e-08	-1.94991e-08	4.60186e-08
0.00431013	2.69104e-11	1.79233e-08	-6.04616e-09	1.84146e-08	9.25423e-10	2.85968e-08
0.00552563	2.70626e-11	1.80382e-08	2.21046e-08	4.92553e-08	-6.92974e-09	1.14922e-08
0.00680191	2.72287e-11	1.82078e-08	1.08511e-09	3.88154e-08	-7.56887e-09	3.5168e-08
0.00814201	2.7519e-11	1.84285e-08	-1.04214e-08	3.42696e-08	-1.57341e-08	3.66011e-08
0.00954911	2.77838e-11	1.8724e-08	4.86213e-11	6.89927e-08	-1.3621e-08	5.79595e-08
0.0110266	2.81962e-11	1.9073e-08	4.96423e-09	3.73794e-08	-1.8887e-08	3.73495e-08
0.0125779	2.87228e-11	1.9511e-08	-3.96679e-09	2.94562e-08	-6.11943e-09	2.35119e-08
0.0142068	2.92851e-11	2.00485e-08	-1.47224e-08	3.29542e-08	-5.22538e-09	5.3217e-08
0.0159171	3.04749e-11	2.0682e-08	1.82059e-08	4.23931e-08	-1.29424e-08	2.72915e-08
0.017713	3.14263e-11	2.14347e-08	-1.11954e-08	3.25265e-08	4.6509e-09	2.55558e-08
0.0195986	3.24867e-11	2.23233e-08	7.71466e-09	5.25856e-08	-8.43689e-09	2.75556e-08
0.0215786	3.39541e-11	2.33616e-08	-8.60452e-09	3.56426e-08	1.51878e-08	1.61047e-08
0.0236575	3.56435e-11	2.45649e-08	-7.7971e-09	5.42885e-08	1.41985e-08	3.3958e-08
0.0258404	3.78846e-11	2.59597e-08	-3.966e-09	5.62868e-08	-3.9332e-10	1.266e-08
0.0281324	4.02432e-11	2.75734e-08	3.88852e-09	3.25392e-08	4.41336e-09	2.00961e-08
0.030539	4.30645e-11	2.94173e-08	-3.96521e-09	4.38175e-08	8.56205e-09	2.65723e-08
0.033066	4.63686e-11	3.15452e-08	-3.58825e-08	3.05945e-08	1.23544e-09	4.04543e-08
0.0357193	4.97358e-11	3.39638e-08	-1.74013e-08	3.38537e-08	3.22924e-09	3.32883e-08
0.0385052	5.42693e-11	3.67349e-08	-2.84619e-09	2.55703e-08	-6.72341e-09	3.46096e-08
0.0414305	5.92514e-11	3.98924e-08	-1.99218e-08	2.97032e-08	1.48615e-08	3.90387e-08
0.044502	6.48398e-11	4.34891e-08	-2.01216e-08	3.40303e-08	8.06298e-09	3.91722e-08
0.0477271	7.12046e-11	4.75875e-08	-4.8991e-08	2.93457e-08	1.94578e-08	7.26318e-08
0.0511135	7.90494e-11	5.22452e-08	-2.85594e-08	3.1054e-08	1.94133e-08	4.60349e-08
0.0546691	8.7379e-11	5.75487e-08	-2.8932e-08	2.7845e-08	1.10038e-08	4.51652e-08
0.0584026	9.68463e-11	6.35879e-08	-5.03779e-08	2.18475e-08	1.97813e-08	2.875e-08
0.0623227	1.08346e-10	7.04635e-08	-3.67185e-08	2.85084e-08	4.64793e-08	2.89761e-08
0.0664388	1.21427e-10	7.83031e-08	-3.27271e-08	3.26127e-08	2.41821e-08	4.1215e-08
0.0707608	1.36321e-10	8.7244e-08	-5.45629e-08	2.03201e-08	3.0593e-08	3.03967e-08
0.0752988	1.53392e-10	9.7456e-08	-7.99923e-08	4.24093e-09	1.45376e-08	5.28202e-09
0.0800638	1.7352e-10	1.0912e-07	-6.79626e-08	1.64089e-08	2.51078e-08	2.77123e-08
0.085067	1.97177e-10	1.22455e-07	-7.00051e-08	2.25841e-08	2.99909e-08	3.20305e-08
0.0903203	2.24885e-10	1.3771e-07	-5.46313e-08	1.76667e-08	2.46019e-08	2.0377e-08
0.0958363	2.56261e-10	1.55209e-07	-5.21262e-08	2.24704e-08	1.02384e-08	2.45426e-08
0.101628	2.93411e-10	1.75424e-07	-6.73449e-08	-4.60743e-09	4.17372e-08	1.6465e-08
0.10771	3.38749e-10	1.98815e-07	-9.57068e-08	-8.02209e-09	3.97462e-08	1.45145e-08
0.114095	3.90893e-10	2.25883e-07	-9.48543e-08	-1.56337e-08	2.61613e-08	4.78462e-09
0.1208	4.55776e-10	2.57216e-07	-1.41316e-07	-1.31431e-08	4.8776e-08	-1.25839e-08
0.12784	5.3133e-10	2.93509e-07	-1.48058e-07	-2.28076e-08	3.62036e-08	-8.96235e-09
0.135232	6.20684e-10	3.35586e-07	-1.59503e-07	-3.32526e-08	2.51431e-08	-4.53873e-08
0.142993	7.29772e-10	3.84413e-07	-1.5882e-07	-1.01375e-08	3.10998e-08	-5.53464e-08
0.151143	8.59253e-10	4.41157e-07	-1.82209e-07	-1.18405e-08	2.30602e-08	-8.05237e-08
0.1597	1.02013e-09	5.07204e-07	-2.15917e-07	-3.29038e-08	4.18713e-08	-9.77975e-08
0.168685	1.21149e-09	5.84236e-07	-2.51248e-07	-3.25762e-08	3.65994e-08	-1.44477e-07
0.178119	1.45416e-09	6.74291e-07	-2.58613e-07	-2.38545e-08	4.6692e-08	-1.5793e-07
0.188025	1.75638e-09	7.7999e-07	-2.79736e-07	-2.85958e-08	3.72649e-08	-2.11522e-07
0.198427	2.14467e-09	9.0499e-07	-3.1241e-07	-2.06514e-08	7.48643e-08	-2.61382e-07
0.209348	2.65217e-09	1.0536e-06	-3.50733e-07	-3.3592e-08	3.41549e-08	-3.06569e-07
0.220815	3.32927e-09	1.23138e-06	-3.87148e-07	-2.5108e-08	5.62589e-08	-3.69145e-07
