0.001	7.39873e-12	3.39062e-10	-2.14411e-08	1.65814e-07	-7.98204e-08	-1.41886e-08
0.00201	2.98246e-11	1.36937e-09	-4.39328e-08	3.32322e-07	-1.5988e-07	-2.82575e-08
0.0030301	6.76362e-11	3.11096e-09	-6.75246e-08	5.0007e-07	-2.40363e-07	-4.23129e-08
0.0040604	1.21198e-10	5.58434e-09	-9.22257e-08	6.68922e-07	-3.21226e-07	-5.63211e-08
0.00510101	1.90885e-10	8.81049e-09	-1.18053e-07	8.38914e-07	-4.02468e-07	-7.03074e-08
0.00615202	2.77087e-10	1.28109e-08	-1.45024e-07	1.0101e-06	-4.84087e-07	-8.42996e-08
0.00721354	3.80198e-10	1.76076e-08	-1.7315e-07	1.18245e-06	-5.66068e-07	-9.82983e-08
0.00828567	5.00627e-10	2.32231e-08	-2.02464e-07	1.35595e-06	-6.48413e-07	-1.12308e-07
0.00936853	6.38794e-10	2.96804e-08	-2.32956e-07	1.53067e-06	-7.311e-07	-1.26372e-07
0.0104622	7.95127e-10	3.70032e-08	-2.64661e-07	1.7065e-06	-8.14114e-07	-1.40471e-07
0.0115668	9.70069e-10	4.52156e-08	-2.97568e-07	1.88349e-06	-8.97432e-07	-1.5463e-07
0.0126825	1.16408e-09	5.43424e-08	-3.31702e-07	2.06164e-06	-9.81046e-07	-1.68893e-07
0.0138093	1.37762e-09	6.44089e-08	-3.67091e-07	2.24093e-06	-1.06496e-06	-1.83239e-07
0.0149474	1.61119e-09	7.54411e-08	-4.0373e-07	2.42139e-06	-1.14914e-06	-1.97736e-07
0.0160969	1.86527e-09	8.74656e-08	-4.41638e-07	2.60295e-06	-1.23358e-06	-2.12336e-07
0.0172579	2.14042e-09	1.00509e-07	-4.80801e-07	2.78604e-06	-1.31845e-06	-2.27239e-07
0.0184304	2.43711e-09	1.14601e-07	-5.21285e-07	2.96996e-06	-1.40337e-06	-2.4222e-07
0.0196147	2.75589e-09	1.29768e-07	-5.63075e-07	3.15499e-06	-1.48851e-06	-2.57411e-07
0.0208109	3.09736e-09	1.4604e-07	-6.06183e-07	3.34115e-06	-1.57385e-06	-2.72836e-07
0.022019	3.46208e-09	1.63447e-07	-6.50622e-07	3.52842e-06	-1.65938e-06	-2.88522e-07
0.0232392	3.85065e-09	1.82021e-07	-6.964e-07	3.71679e-06	-1.74508e-06	-3.04497e-07
0.0244716	4.26372e-09	2.01791e-07	-7.43537e-07	3.90625e-06	-1.83092e-06	-3.20796e-07
0.0257163	4.7019e-09	2.2279e-07	-7.92023e-07	4.0968e-06	-1.91691e-06	-3.3744e-07
0.0269735	5.16589e-09	2.45052e-07	-8.41899e-07	4.28838e-06	-2.00301e-06	-3.54472e-07
0.0282432	5.65635e-09	2.6861e-07	-8.93142e-07	4.48105e-06	-2.08922e-06	-3.71919e-07
0.0295256	6.17401e-09	2.93498e-07	-9.45765e-07	4.67476e-06	-2.17552e-06	-3.89824e-07
