0	0
0.5	0
1	0
1.5	0
2	0
2.5	0
3	0
3.5	0
4	0
9.75	8.22724
5	0
5.5	0
6	0
6.5	0
7	0
7.5	0
8	0
8.5	0
9	0
9.5	0
0.25	0.433013
9.25	8.22724
1.25	0.433013
1.75	0.433013
2.25	0.433013
2.75	0.433013
3.25	0.433013
3.75	0.433013
4.25	0.433013
4.75	0.433013
5.25	0.433013
5.75	0.433013
6.25	0.433013
6.75	0.433013
7.25	0.433013
7.75	0.433013
8.25	0.433013
8.75	0.433013
9.25	0.433013
9.75	0.433013
0	0.866025
0.5	0.866025
1	0.866025
1.5	0.866025
2	0.866025
2.5	0.866025
3	0.866025
8.75	8.22724
4	0.866025
4.5	0.866025
5	0.866025
5.5	0.866025
6	0.866025
6.5	0.866025
7	0.866025
7.5	0.866025
8	0.866025
8.5	0.866025
9	0.866025
9.5	0.866025
0.25	1.29904
0.75	1.29904
1.25	1.29904
1.75	1.29904
2.25	1.29904
2.75	1.29904
3.25	1.29904
3.75	1.29904
4.25	1.29904
4.75	1.29904
5.25	1.29904
5.75	1.29904
6.25	1.29904
6.75	1.29904
7.25	1.29904
7.75	1.29904
8.25	1.29904
8.75	1.29904
9.25	1.29904
9.75	1.29904
0	1.73205
0.5	1.73205
1	1.73205
1.5	1.73205
2	1.73205
2.5	1.73205
3	1.73205
3.5	1.73205
4	1.73205
4.5	1.73205
5	1.73205
5.5	1.73205
6	1.73205
6.5	1.73205
7	1.73205
7.5	1.73205
8	1.73205
8.5	1.73205
9	1.73205
9.5	1.73205
0.25	2.16506
8.25	8.22724
1.25	2.16506
1.75	2.16506
2.25	2.16506
2.75	2.16506
3.25	2.16506
3.75	2.16506
4.25	2.16506
4.75	2.16506
5.25	2.16506
5.75	2.16506
6.25	2.16506
6.75	2.16506
7.25	2.16506
7.75	2.16506
8.25	2.16506
8.75	2.16506
9.25	2.16506
9.75	2.16506
0	2.59808
0.5	2.59808
1	2.59808
1.5	2.59808
2	2.59808
2.5	2.59808
3	2.59808
3.5	2.59808
4	2.59808
4.5	2.59808
5	2.59808
5.5	2.59808
6	2.59808
6.5	2.59808
7	2.59808
7.5	2.59808
8	2.59808
8.5	2.59808
9	2.59808
9.5	2.59808
0.25	3.03109
0.75	3.03109
1.25	3.03109
7.75	8.22724
2.25	3.03109
2.75	3.03109
3.25	3.03109
3.75	3.03109
4.25	3.03109
4.75	3.03109
5.25	3.03109
5.75	3.03109
6.25	3.03109
6.75	3.03109
7.25	3.03109
7.75	3.03109
8.25	3.03109
8.75	3.03109
9.25	3.03109
9.75	3.03109
7.25	8.22724
0.5	3.4641
1	3.4641
1.5	3.4641
2	3.4641
2.5	3.4641
3	3.4641
3.5	3.4641
4	3.4641
6.75	8.22724
5	3.4641
5.5	3.4641
6	3.4641
6.5	3.4641
7	3.4641
7.5	3.4641
6.25	8.22724
8.5	3.4641
9	3.4641
9.5	3.4641
0.25	3.89711
0.75	3.89711
5.75	8.22724
5.25	8.22724
2.25	3.89711
2.75	3.89711
3.25	3.89711
3.75	3.89711
4.25	3.89711
4.75	3.89711
5.25	3.89711
5.75	3.89711
6.25	3.89711
6.75	3.89711
7.25	3.89711
7.75	3.89711
8.25	3.89711
8.75	3.89711
9.25	3.89711
4.75	8.22724
0	4.33013
0.5	4.33013
1	4.33013
1.5	4.33013
2	4.33013
2.5	4.33013
3	4.33013
3.5	4.33013
4	4.33013
4.5	4.33013
5	4.33013
5.5	4.33013
6	4.33013
6.5	4.33013
7	4.33013
7.5	4.33013
8	4.33013
8.5	4.33013
4.25	8.22724
9.5	4.33013
0.25	4.76314
0.75	4.76314
1.25	4.76314
1.75	4.76314
2.25	4.76314
2.75	4.76314
3.25	4.76314
3.75	4.76314
4.25	4.76314
4.75	4.76314
5.25	4.76314
5.75	4.76314
6.25	4.76314
